avg client power,avg server power,time,computer,energy,site,theme,plugin
2.164590747330958,2.207864768683269,66.799,client energy,144.59249733096067,4,2023,Smush
2.1499999999999986,2.1282562277580013,66.80100000000002,client energy,143.62214999999995,4,2023,Smush
2.156363636363639,2.1788181818181847,58.999000000000024,client energy,127.22329818181838,4,2023,Smush
2.2112149532710306,2.1628971962616848,56.995000000000005,client energy,126.0281962616824,4,2023,Smush
2.1876237623762393,2.1902970297029736,55.995000000000005,client energy,122.49599257425753,4,2023,Smush
2.158636363636367,2.174545454545458,57.50300000000004,client energy,124.12806681818209,4,2023,Smush
2.1473451327433657,2.119646017699117,60.00100000000009,client energy,128.8428553097349,4,2023,Smush
2.159374999999995,2.1445138888888846,61.803,client energy,133.4558531249997,4,2023,Smush
2.172897196261685,2.179719626168227,55.999999999999886,client energy,121.68224299065412,4,2023,Smush
2.129166666666669,2.1849074074074104,57.99800000000005,client energy,123.48740833333358,4,2023,Smush
2.142148760330583,2.150578512396698,62.49800000000005,client energy,133.88001322314088,4,2023,Smush
2.16990740740741,2.1443518518518556,59.003999999999905,client energy,128.03321666666662,4,2023,Smush
2.1504761904761924,2.1615238095238127,56.5,client energy,121.50190476190487,4,2023,Smush
2.155652173913046,2.124521739130438,65.49900000000002,client energy,141.19306173913066,4,2023,Smush
2.1412037037037055,2.187500000000003,65.50099999999998,client energy,140.25098379629637,4,2023,Smush
2.196491228070179,2.13447368421053,65.49900000000002,client energy,143.86797894736873,4,2023,Smush
2.1635964912280725,2.156491228070178,67.00199999999995,client energy,144.96529210526322,4,2023,Smush
2.1879668049792578,2.1564730290456406,66.18099999999998,client energy,144.80183112033222,4,2023,Smush
2.1566371681415957,2.149292035398233,62.999000000000024,client energy,135.86598495575242,4,2023,Smush
2.183333333333336,2.1745370370370405,55.99800000000005,client energy,122.26230000000024,4,2023,Smush
2.1691304347826117,2.1539130434782643,64.0,client energy,138.82434782608715,4,2023,Smush
2.1611650485436917,2.2072815533980608,55.50199999999995,client energy,119.94898252427187,4,2023,Smush
2.1703539823008877,2.1368141592920384,60.00199999999995,client energy,130.22557964601776,4,2023,Smush
2.1849056603773596,2.1578301886792484,66.0,client energy,144.20377358490572,4,2023,Smush
2.1863207547169825,2.153867924528305,56.0,client energy,122.43396226415102,4,2023,Smush
2.185074626865676,2.157313432835821,55.59699999999998,client energy,121.48359402985095,4,2023,Smush
2.1870370370370393,2.1599074074074105,56.50199999999995,client energy,123.5719666666667,4,2023,Smush
2.1398601398601445,2.1606293706293713,65.99600000000004,client energy,141.22220979021017,4,2023,Smush
2.155555555555559,2.1857037037037035,56.39700000000005,client energy,121.56686666666697,4,2023,Smush
2.1768595041322336,2.119586776859508,57.398000000000025,client energy,124.947381818182,4,2023,Smush
2.164590747330958,2.207864768683269,66.799,server energy,147.4831586832737,4,2023,Smush
2.1499999999999986,2.1282562277580013,66.80100000000002,server energy,142.16964427046227,4,2023,Smush
2.156363636363639,2.1788181818181847,58.999000000000024,server energy,128.54809390909114,4,2023,Smush
2.2112149532710306,2.1628971962616848,56.995000000000005,server energy,123.27432570093474,4,2023,Smush
2.1876237623762393,2.1902970297029736,55.995000000000005,server energy,122.64568217821801,4,2023,Smush
2.158636363636367,2.174545454545458,57.50300000000004,server energy,125.04288727272755,4,2023,Smush
2.1473451327433657,2.119646017699117,60.00100000000009,server energy,127.18088070796492,4,2023,Smush
2.159374999999995,2.1445138888888846,61.803,server energy,132.53739187499974,4,2023,Smush
2.172897196261685,2.179719626168227,55.999999999999886,server energy,122.06429906542047,4,2023,Smush
2.129166666666669,2.1849074074074104,57.99800000000005,server energy,126.7202598148151,4,2023,Smush
2.142148760330583,2.150578512396698,62.49800000000005,server energy,134.4068558677689,4,2023,Smush
2.16990740740741,2.1443518518518556,59.003999999999905,server energy,126.52533666666669,4,2023,Smush
2.1504761904761924,2.1615238095238127,56.5,server energy,122.12609523809542,4,2023,Smush
2.155652173913046,2.124521739130438,65.49900000000002,server energy,139.1540493913046,4,2023,Smush
2.1412037037037055,2.187500000000003,65.50099999999998,server energy,143.28343750000016,4,2023,Smush
2.196491228070179,2.13447368421053,65.49900000000002,server energy,139.80589184210555,4,2023,Smush
2.1635964912280725,2.156491228070178,67.00199999999995,server energy,144.48922526315795,4,2023,Smush
2.1879668049792578,2.1564730290456406,66.18099999999998,server energy,142.7175415352695,4,2023,Smush
2.1566371681415957,2.149292035398233,62.999000000000024,server energy,135.40324893805334,4,2023,Smush
2.183333333333336,2.1745370370370405,55.99800000000005,server energy,121.76972500000029,4,2023,Smush
2.1691304347826117,2.1539130434782643,64.0,server energy,137.85043478260891,4,2023,Smush
2.1611650485436917,2.2072815533980608,55.50199999999995,server energy,122.50854077669906,4,2023,Smush
2.1703539823008877,2.1368141592920384,60.00199999999995,server energy,128.2131231858408,4,2023,Smush
2.1849056603773596,2.1578301886792484,66.0,server energy,142.41679245283038,4,2023,Smush
2.1863207547169825,2.153867924528305,56.0,server energy,120.61660377358508,4,2023,Smush
2.185074626865676,2.157313432835821,55.59699999999998,server energy,119.94015492537311,4,2023,Smush
2.1870370370370393,2.1599074074074105,56.50199999999995,server energy,122.03908833333341,4,2023,Smush
2.1398601398601445,2.1606293706293713,65.99600000000004,server energy,142.59289594405607,4,2023,Smush
2.155555555555559,2.1857037037037035,56.39700000000005,server energy,123.26713177777788,4,2023,Smush
2.1768595041322336,2.119586776859508,57.398000000000025,server energy,121.66004181818208,4,2023,Smush
